City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
476,Haines Junction,CA,60.7522,-137.5108,39.15,93,48,1.14,scattered clouds
477,Muros,ES,42.7762,-9.0603,77.5,71,99,2.21,overcast clouds
478,Shahreza,IR,32.0339,51.8794,73.65,16,1,6.44,clear sky
479,Ilo,PE,-17.6394,-71.3375,63.82,73,69,10.51,broken clouds
480,Moissala,TD,8.3404,17.7663,74.44,91,99,2.93,light rain
481,Tautira,PF,-17.7333,-149.15,78.82,67,54,10.87,broken clouds
482,Muroto,JP,33.2833,134.15,75.88,88,100,5.17,overcast clouds
483,Tukrah,LY,32.5341,20.5791,78.48,76,3,13.78,clear sky
484,Tandil,AR,-37.3217,-59.1332,68.31,69,55,1.99,broken clouds
485,Marawi,PH,7.9986,124.2928,65.64,92,100,1.16,overcast clouds
486,Alberton,CA,46.8168,-64.0654,71.73,67,93,24.58,overcast clouds
487,Nanyang,CN,32.9947,112.5328,71.51,82,0,5.55,light rain
488,El Sauce,NI,12.8869,-86.539,88.45,58,54,3.33,broken clouds
489,Kenai,US,60.5544,-151.2583,49.14,88,1,4.61,clear sky
490,Lazarev,RU,52.225,141.5131,52.66,74,48,20.6,scattered clouds
491,Ottumwa,US,41.02,-92.4113,85.53,57,1,7.0,clear sky
492,Kosh-Agach,RU,50.0,88.6667,38.93,62,5,0.02,clear sky
493,Aranos,NA,-24.1333,19.1167,73.13,16,1,13.76,clear sky
494,Peniche,PT,39.3558,-9.3811,77.29,65,100,10.74,overcast clouds
495,Northam,GB,51.0333,-4.2167,64.65,84,99,7.36,overcast clouds
496,Zhaozhou,CN,45.6833,125.3167,54.07,80,85,7.27,overcast clouds
497,Neryungri,RU,56.6709,124.6491,43.72,90,100,5.17,overcast clouds
498,Verkhoyansk,RU,67.5447,133.385,44.85,64,75,2.42,broken clouds
499,Sivas,TR,39.7916,37.0019,57.83,71,0,6.91,clear sky
500,Lamu,KE,-2.2717,40.902,77.22,79,25,16.11,scattered clouds
501,Straza,SI,45.78,15.0728,73.36,58,0,2.55,clear sky
502,Dalbandin,PK,28.8947,64.4101,82.44,12,0,3.44,clear sky
503,Abu Dhabi,AE,24.4667,54.3667,95.11,63,0,6.91,clear sky
504,Victoria,HK,22.2855,114.1577,87.33,87,85,1.01,light rain
505,Brae,GB,60.3964,-1.353,53.51,86,58,9.06,broken clouds
506,Seymchan,RU,62.8833,152.4333,38.14,56,100,1.14,overcast clouds
507,Kruisfontein,ZA,-34.0033,24.7314,57.88,83,98,8.48,light rain
508,Alice Springs,AU,-23.7,133.8833,60.35,48,0,12.66,clear sky
509,Korla,CN,41.7597,86.1469,69.53,44,100,8.57,overcast clouds
510,Esmeralda,CU,21.8525,-78.1169,92.44,51,22,13.29,few clouds
511,Nisia Floresta,BR,-6.0911,-35.2086,85.01,62,97,15.37,overcast clouds
512,Yarada,IN,17.65,83.2667,82.72,89,90,9.22,light intensity drizzle
513,Redmond,US,47.674,-122.1215,61.79,85,100,1.01,overcast clouds
514,Longhua,CN,23.6137,114.1919,81.54,77,24,2.19,light rain
515,Ust-Nera,RU,64.5667,143.2,40.42,70,39,2.8,scattered clouds
516,Bumba,CD,2.1833,22.4667,72.63,95,94,2.68,overcast clouds
517,French Harbor,HN,16.35,-86.4333,89.6,66,0,20.71,clear sky
518,San Carlos,VE,9.6612,-68.5827,86.58,61,94,4.27,overcast clouds
519,Yasnyy,RU,51.0333,59.8742,50.92,47,12,7.38,few clouds
520,Sarangani,PH,5.4033,125.4636,80.98,75,99,4.47,overcast clouds
521,Saint-Joseph,RE,-21.3667,55.6167,70.18,78,35,15.84,light rain
522,Ambon,ID,-3.6954,128.1814,77.14,94,40,3.44,scattered clouds
523,San Angelo,US,31.4638,-100.437,87.64,48,1,1.01,clear sky
524,Borba,BR,-4.3878,-59.5939,99.64,27,28,5.17,scattered clouds
525,Mercedes,AR,-34.6515,-59.4307,80.85,59,36,10.25,scattered clouds
526,Kuytun,RU,54.3419,101.5036,47.62,72,100,8.99,overcast clouds
527,Bereda,ES,43.2686,-7.5406,80.58,60,72,3.42,broken clouds
528,Longyearbyen,SJ,78.2186,15.6401,33.64,75,0,6.91,clear sky
529,Hasaki,JP,35.7333,140.8333,71.89,86,100,9.84,overcast clouds
530,Aripuana,BR,-9.1667,-60.6333,91.2,44,49,2.3,scattered clouds
531,San Andres,CO,12.5847,-81.7006,87.82,74,40,10.36,scattered clouds
532,Islamkot,PK,24.6997,70.177,89.55,64,100,4.5,heavy intensity rain
533,Mananjary,MG,-21.2167,48.3333,68.76,88,73,7.94,light rain
534,Ajaccio,FR,42.0,8.9167,69.96,64,0,4.61,clear sky
535,Ordu,TR,40.9086,37.6845,57.7,93,47,1.95,scattered clouds
536,Pozo Colorado,PY,-23.4923,-58.7972,102.99,21,100,17.43,overcast clouds
537,Najran,SA,17.4924,44.1277,84.85,11,56,3.31,broken clouds
538,Pemba,MZ,-12.974,40.5178,76.24,76,1,10.16,clear sky
539,Urozhaynoye,RU,44.7883,44.9228,64.49,73,99,8.12,overcast clouds
540,Makakilo City,US,21.3469,-158.0858,77.61,73,75,4.61,broken clouds
541,Xuanzhou,CN,30.9525,118.7553,74.17,90,96,11.97,overcast clouds
542,Labayug,PH,16.1528,120.5661,73.98,93,100,5.14,light rain
543,Storm Lake,US,42.6411,-95.2097,73.09,68,1,10.36,light rain
544,Ibanda,TZ,-2.7974,32.4746,71.51,54,85,2.64,overcast clouds
545,Koshurnikovo,RU,54.1667,93.3,49.08,89,100,7.58,light rain
546,Karacabey,TR,40.2152,28.4038,71.98,62,29,8.63,scattered clouds
547,Kedrovyy,RU,56.1667,91.8167,48.61,88,99,10.87,overcast clouds
548,Tanabe,JP,33.7333,135.3667,73.92,91,100,3.42,overcast clouds
549,Trairi,BR,-3.2778,-39.2689,84.58,55,72,17.29,broken clouds
550,Mount Gambier,AU,-37.8333,140.7667,42.78,88,50,7.0,scattered clouds
551,Zalantun,CN,48.0,122.7167,50.94,98,100,9.48,heavy intensity rain
552,Xinzhi,CN,36.4989,111.7047,71.96,63,2,3.2,clear sky
553,Wageningen,NL,51.9667,5.6667,67.14,87,90,6.91,overcast clouds
554,Zhezkazgan,KZ,47.8043,67.7144,53.19,26,6,7.52,clear sky
555,Kirensk,RU,57.7853,108.1119,39.54,95,26,2.51,scattered clouds
556,Churapcha,RU,62.0025,132.4325,43.54,64,6,3.47,clear sky
557,Ayr,GB,55.4627,-4.6339,59.49,77,40,2.3,scattered clouds
558,Antofagasta,CL,-23.65,-70.4,61.88,64,100,10.33,overcast clouds
559,Grindavik,IS,63.8424,-22.4338,52.27,100,90,33.38,moderate rain
560,Merauke,ID,-8.4667,140.3333,76.5,88,98,11.23,overcast clouds
561,Abadan,IR,30.3392,48.3043,87.75,27,0,4.61,clear sky
562,Itaituba,BR,-4.2761,-55.9836,95.16,52,40,5.75,scattered clouds
563,Pingliang,CN,35.5392,106.6861,64.58,58,29,2.77,scattered clouds
564,Bonthe,SL,7.5264,-12.505,75.45,90,100,4.16,overcast clouds
565,Camacha,PT,33.0833,-16.3333,75.52,68,20,14.97,few clouds
566,Kaffrine,SN,14.1059,-15.5508,87.91,67,81,3.62,broken clouds
567,Preobrazheniye,RU,42.9019,133.9064,55.31,84,4,10.96,clear sky
568,Formosa,AR,-26.1775,-58.1781,96.78,30,46,18.41,scattered clouds
569,Poum,NC,-20.2333,164.0167,70.65,75,58,11.56,broken clouds
570,Mackay,AU,-21.15,149.2,64.04,85,23,3.58,few clouds
571,Verkhnevilyuysk,RU,63.4453,120.3167,46.08,82,21,3.85,few clouds
572,Mweka,CD,-4.85,21.5667,74.61,68,100,0.38,overcast clouds
573,Hurghada,EG,27.2574,33.8129,84.7,38,1,23.69,clear sky
574,Cabedelo,BR,-6.9811,-34.8339,84.87,70,95,15.55,overcast clouds
575,Termoli,IT,41.9888,14.9895,72.03,64,3,2.82,clear sky
576,Vao,NC,-22.6667,167.4833,68.34,63,30,11.59,scattered clouds
577,Farafangana,MG,-22.8167,47.8333,69.03,88,31,11.54,moderate rain
578,Trincomalee,LK,8.5711,81.2335,81.12,74,69,21.85,broken clouds
579,Balkhash,KZ,46.844,74.9804,55.98,28,5,11.36,clear sky
580,Tigre,AR,-34.426,-58.5796,80.55,48,0,6.91,clear sky
581,Pangnirtung,CA,66.1451,-65.7125,35.6,55,75,19.57,broken clouds
582,Roald,NO,62.5833,6.1333,54.16,82,75,3.44,broken clouds
583,Petushki,RU,55.9264,39.461,57.58,86,57,3.67,broken clouds
584,San Esteban,HN,15.2,-85.75,94.1,38,49,9.22,scattered clouds
585,Gazanjyk,TM,39.2446,55.5154,77.7,15,0,16.62,clear sky
586,Aden,YE,12.7794,45.0367,88.27,72,3,8.28,clear sky
587,Angoche,MZ,-16.2325,39.9086,74.75,79,20,4.63,few clouds
588,Zaysan,KZ,47.4667,84.8667,49.8,78,24,3.49,few clouds
589,Sola,VU,-13.8833,167.55,79.05,79,17,14.5,few clouds
590,Yerbogachen,RU,61.2767,108.0108,44.29,79,76,4.52,broken clouds
591,Beian,NO,63.6559,9.5683,51.89,76,75,12.66,broken clouds
592,Hambantota,LK,6.1241,81.1185,80.19,78,45,19.33,scattered clouds
593,Coihaique,CL,-45.5752,-72.0662,48.81,66,75,6.91,light rain
594,Tsaratanana,MG,-16.7833,47.65,68.34,68,11,13.98,few clouds
595,West Odessa,US,31.8424,-102.4988,87.28,32,1,11.5,clear sky
596,Alofi,NU,-19.0595,-169.9187,71.49,100,96,10.36,light rain
597,Gat,IL,31.61,34.7642,77.81,100,0,4.07,clear sky
598,Arinos,BR,-15.9169,-46.1056,99.05,9,2,6.29,clear sky
599,Santa Barbara,US,34.7333,-120.0343,85.33,17,5,5.99,clear sky
600,Losinyy,RU,57.1386,61.0666,38.95,89,21,6.26,few clouds
601,La Asuncion,VE,11.0333,-63.8628,84.72,70,100,13.38,overcast clouds
602,Tonantins,BR,-2.8731,-67.8022,90.07,52,50,4.45,scattered clouds
603,Fare,PF,-16.7,-151.0167,77.18,71,40,17.69,scattered clouds
604,Kautokeino,NO,69.0125,23.0412,42.73,85,100,7.9,overcast clouds
605,General Roca,AR,-39.0333,-67.5833,66.6,18,3,31.61,clear sky
606,Acajutla,SV,13.5928,-89.8275,93.54,74,100,4.63,overcast clouds
607,Jimo,CN,36.3897,120.4622,69.58,100,0,4.47,light rain
608,Ulaangom,MN,49.9811,92.0667,55.76,27,35,5.35,scattered clouds
609,Boyuibe,BO,-20.4167,-63.2833,96.71,18,72,11.95,broken clouds
610,Okmulgee,US,35.6234,-95.9605,87.87,45,1,11.5,clear sky
611,Dwarka,IN,22.2394,68.9678,81.12,90,100,17.18,moderate rain
612,Manavalakurichi,IN,8.1333,77.3,77.09,84,99,13.15,overcast clouds
613,Ostrovnoy,RU,68.0531,39.5131,41.54,77,89,6.76,overcast clouds
614,Karoi,ZW,-16.8099,29.6925,63.03,55,79,6.64,broken clouds
615,Culaman,PH,5.9603,125.6586,79.03,79,100,2.64,overcast clouds
616,Puerto Escondido,MX,15.85,-97.0667,77.83,65,90,3.44,light intensity drizzle
617,Nijar,ES,36.9665,-2.206,82.04,51,0,11.5,clear sky
618,Takhtamygda,RU,54.1,123.5667,46.92,92,100,4.43,overcast clouds
619,Filadelfia,US,39.9523,-75.1638,85.98,56,20,7.0,few clouds
620,Fraserburgh,GB,57.6874,-2.0184,55.78,73,97,9.1,overcast clouds
621,Honningsvag,NO,70.9821,25.9704,51.55,66,75,13.8,broken clouds
622,Bayeux,BR,-7.125,-34.9322,84.83,61,75,17.27,broken clouds
623,Road Town,VG,18.4167,-64.6167,86.2,76,93,18.05,overcast clouds
624,Quelimane,MZ,-17.8786,36.8883,71.04,73,66,5.57,broken clouds
625,Broome,US,42.2506,-75.833,77.05,66,89,3.0,overcast clouds
626,Herat,AF,34.5,62.0,68.25,16,0,12.77,clear sky
627,Montepuez,MZ,-13.1256,38.9997,72.54,65,97,10.63,overcast clouds
628,Batagay,RU,67.6333,134.6333,43.23,63,57,2.98,broken clouds
629,Ashqelon,IL,31.6693,34.5715,78.82,64,0,4.34,clear sky
630,Jalu,LY,29.0331,21.5482,89.28,38,0,21.09,clear sky
631,Rawson,AR,-43.3002,-65.1023,62.55,26,66,32.75,broken clouds
632,Ewa Beach,US,21.3156,-158.0072,79.02,72,75,4.61,broken clouds
633,Atikokan,CA,48.7555,-91.6216,61.77,34,71,8.12,broken clouds
634,Milagro,ES,42.2386,-1.764,86.67,30,65,6.29,broken clouds
635,Itarema,BR,-2.9248,-39.9167,84.52,58,92,20.15,overcast clouds
636,College,US,64.8569,-147.8028,49.89,65,75,3.44,broken clouds
637,Galveston,US,29.3669,-94.9669,92.08,60,1,3.0,clear sky
638,Bang Saphan,TH,11.2126,99.5117,78.8,84,100,7.34,overcast clouds
639,Katakwi,UG,1.8911,33.9661,70.0,72,73,8.37,broken clouds
640,Dabuleni,RO,43.8,24.0833,72.39,32,24,5.75,light rain
641,Ivanava,BY,52.1451,25.5365,64.26,77,31,5.73,scattered clouds
642,Coihueco,CL,-36.6167,-71.8333,47.14,100,90,18.41,shower rain
643,Shahrud,IR,36.4182,54.9763,74.71,43,2,3.31,clear sky
644,Comachuen,MX,19.6167,-101.9,62.69,60,83,3.49,broken clouds
645,Grand-Santi,GF,4.25,-54.3833,94.93,30,26,4.21,scattered clouds
646,Huangnihe,CN,43.5583,128.0239,44.92,91,46,2.55,scattered clouds
647,Srednekolymsk,RU,67.45,153.6833,36.12,62,100,9.44,overcast clouds
648,Novikovo,RU,51.1537,37.8879,64.92,54,97,4.88,overcast clouds
649,Alyangula,AU,-13.8483,136.4192,76.32,87,3,7.02,clear sky
650,Sarakhs,IR,36.5449,61.1577,78.94,19,0,4.61,clear sky
651,Pitea,SE,65.3172,21.4794,50.09,98,100,7.63,overcast clouds
652,Chambas,CU,22.1928,-78.9136,92.8,47,31,14.36,scattered clouds
653,Pergine Valsugana,IT,46.065,11.238,73.33,70,6,3.27,clear sky
654,Boyolangu,ID,-8.1181,111.8935,74.12,96,96,3.22,overcast clouds
655,Innisfail,AU,-17.5333,146.0333,68.77,91,72,3.76,broken clouds
656,Joao Pinheiro,BR,-17.7425,-46.1725,94.77,11,4,7.4,clear sky
657,Vyartsilya,RU,62.1764,30.693,51.67,99,100,7.72,light rain
658,Praya,CV,14.9215,-23.5087,86.54,66,40,11.5,scattered clouds
659,Awjilah,LY,29.1081,21.2869,87.64,40,0,20.71,clear sky
660,Waingapu,ID,-9.6567,120.2641,78.31,84,84,6.04,broken clouds
661,Namatanai,PG,-3.6667,152.4333,79.54,80,50,6.42,scattered clouds
662,Sangueya,GN,10.7,-14.3667,79.25,88,94,4.43,overcast clouds
663,Malinovka,BY,53.8579,27.4374,58.5,66,22,6.58,few clouds
664,Jiayuguan,CN,39.8167,98.3,63.7,48,89,2.51,overcast clouds
665,Puerto Colombia,CO,10.9878,-74.9547,78.89,75,100,5.32,overcast clouds
666,Kumluca,TR,36.3703,30.2869,76.68,58,1,3.02,clear sky
667,Luba,GQ,3.4568,8.5547,77.41,87,81,10.51,light rain
668,Nome,US,64.5011,-165.4064,50.07,93,90,14.97,light rain
669,Menongue,AO,-14.6585,17.691,70.99,23,70,3.98,broken clouds
670,Okhotsk,RU,59.3833,143.3,47.37,81,22,4.05,few clouds
671,Tucupita,VE,9.0622,-62.051,94.77,39,59,4.79,broken clouds
672,Kinshasa,CD,-4.3246,15.3215,82.51,55,75,3.94,broken clouds
673,Maldonado,UY,-34.6667,-54.9167,69.22,71,90,13.69,overcast clouds
674,San Policarpo,PH,12.1791,125.5072,79.95,85,100,6.73,overcast clouds
675,Birao,CF,10.2849,22.7882,73.18,91,95,3.76,light rain
676,Bage,BR,-31.3314,-54.1069,80.38,57,0,12.66,clear sky
677,Frederikshavn,DK,57.4407,10.5366,59.99,83,49,18.77,scattered clouds
678,Dongying,CN,37.4564,118.4856,71.98,78,0,7.76,light rain
679,Vestmannaeyjar,IS,63.4427,-20.2734,54.59,94,90,29.93,overcast clouds
680,Haicheng,CN,40.8516,122.7475,64.56,72,56,6.02,light rain
681,Port Keats,AU,-14.25,129.55,75.49,90,31,4.99,scattered clouds
682,Edson,CA,53.5835,-116.4356,55.54,76,20,3.44,few clouds
683,Preeceville,CA,51.95,-102.6677,61.05,32,23,4.29,few clouds
684,Nueva Loja,EC,0.0847,-76.8828,76.48,100,90,9.22,overcast clouds
685,Monroe,US,43.1501,-77.6831,75.96,82,90,16.11,overcast clouds
686,Andenes,NO,69.3143,16.1194,44.58,76,100,23.02,drizzle
687,Salta,AR,-24.7859,-65.4117,88.57,15,75,1.99,broken clouds
688,Revda,RU,56.801,59.9303,38.21,83,20,4.27,few clouds
689,Samarai,PG,-10.6167,150.6667,78.55,88,45,11.59,scattered clouds
690,Schopfheim,DE,47.6511,7.8209,68.77,77,48,1.88,scattered clouds
691,Baffa,PK,34.4378,73.2194,68.25,81,0,4.16,clear sky
692,Mulege,MX,26.8833,-111.9833,95.27,40,14,5.95,few clouds
693,Sibu,MY,2.3,111.8167,73.71,94,40,4.61,scattered clouds
694,Gunjur,GM,13.2019,-16.7339,82.47,89,75,6.91,thunderstorm
695,Mabaruma,GY,8.2,-59.7833,90.88,50,11,8.08,few clouds
696,Ngawen,ID,-7.0032,111.3129,75.94,86,79,4.56,broken clouds
697,Qui Nhon,VN,13.7667,109.2333,79.99,80,89,5.01,overcast clouds
698,Tymovskoye,RU,50.8456,142.655,45.64,86,89,9.78,overcast clouds
699,Edd,ER,13.9297,41.6925,90.32,73,47,7.83,scattered clouds
700,Itigi,TZ,-5.7,34.4833,74.07,40,78,10.09,broken clouds
701,Linjiang,CN,41.8069,126.9078,50.11,75,87,1.39,overcast clouds
702,Skibbereen,IE,51.55,-9.2667,57.0,93,100,14.99,overcast clouds
703,Koygorodok,RU,60.445,50.9968,36.25,81,30,2.01,scattered clouds
704,Cap Malheureux,MU,-19.9842,57.6142,72.09,83,37,11.01,moderate rain
705,Plunge,LT,55.9114,21.8442,59.7,98,99,9.53,overcast clouds
706,Zavetnoye,RU,47.1194,43.8903,65.55,63,74,9.55,broken clouds
707,Hami,CN,42.8,93.45,74.59,18,94,5.39,overcast clouds
708,Manzil Salim,TN,35.8567,8.4765,80.6,34,5,13.78,clear sky
709,Murakami,JP,38.2333,139.4833,62.53,84,34,5.32,scattered clouds
710,Flinders,AU,-34.5833,150.8552,56.21,64,10,6.51,clear sky
711,Cortez,US,37.3489,-108.5859,86.67,31,1,10.36,clear sky
712,Kharp,RU,66.8014,65.8081,38.14,96,100,7.07,overcast clouds
713,Jalingo,NG,8.8833,11.3667,77.47,85,65,3.53,moderate rain
714,Erenhot,CN,43.6475,111.9767,58.19,56,97,14.7,overcast clouds
715,Kendari,ID,-3.945,122.4989,73.94,94,77,0.54,broken clouds
716,Maloy,NO,61.9353,5.1136,55.24,76,72,13.11,broken clouds
