City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Battle Creek,US,2021-09-02 19:56:57,42.3212,-85.1797,78.66,45,5,4.79
281,Sa Kaeo,TH,2021-09-02 19:57:03,13.75,102.3333,74.71,98,100,5.48
282,Ahipara,NZ,2021-09-02 19:57:03,-35.1667,173.1667,51.04,78,4,9.46
283,Kuala Selangor,MY,2021-09-02 19:57:04,3.35,101.25,80.8,86,100,4.41
284,Kahului,US,2021-09-02 19:56:09,20.8947,-156.47,79.86,72,12,10.54
285,Airai,TL,2021-09-02 19:57:04,-8.9266,125.4092,57.99,90,84,3.0
286,Luba,GQ,2021-09-02 19:57:04,3.4568,8.5547,78.69,86,95,7.9
287,Severo-Kurilsk,RU,2021-09-02 19:57:05,50.6789,156.125,54.46,93,64,5.1
288,Natal,BR,2021-09-02 19:56:49,-5.795,-35.2094,84.85,65,20,18.41
289,Kiunga,PG,2021-09-02 19:57:05,-6.1219,141.2906,73.51,100,99,1.39
290,Manaus,BR,2021-09-02 19:54:12,-3.1019,-60.025,90.09,58,40,5.75
291,Florianopolis,BR,2021-09-02 19:57:06,-27.6146,-48.5012,74.25,46,0,12.66
292,Mucurapo,TT,2021-09-02 19:57:06,10.6667,-61.5333,88.25,71,13,9.4
293,Fairbanks,US,2021-09-02 19:57:06,64.8378,-147.7164,58.6,79,75,4.61
294,Tuatapere,NZ,2021-09-02 19:57:07,-46.1333,167.6833,41.83,65,12,7.02
295,Rawson,AR,2021-09-02 19:57:07,-43.3002,-65.1023,57.6,51,88,18.79
296,Shorapur,IN,2021-09-02 19:57:07,16.5167,76.75,74.93,82,100,12.75
297,Sandy Bay,AU,2021-09-02 19:57:08,-42.913,147.3532,62.29,67,40,5.75
298,Yar-Sale,RU,2021-09-02 19:57:08,66.8333,70.8333,49.68,89,100,19.53
299,Vestmanna,FO,2021-09-02 19:57:08,62.1564,-7.1664,50.92,100,90,5.75
300,Champa,IN,2021-09-02 19:57:08,22.05,82.65,80.15,75,100,1.45
301,Hobyo,SO,2021-09-02 19:57:09,5.3505,48.5268,77.63,89,19,24.49
302,Calbuco,CL,2021-09-02 19:57:09,-41.768,-73.1273,54.61,81,100,6.04
303,Nhamunda,BR,2021-09-02 19:57:10,-2.1861,-56.7131,85.57,60,99,0.94
304,Fort Nelson,CA,2021-09-02 19:57:10,58.8053,-122.7002,62.19,55,75,2.3
305,Inirida,CO,2021-09-02 19:57:10,3.8653,-67.9239,88.56,58,6,1.7
306,Honningsvag,NO,2021-09-02 19:57:11,70.9821,25.9704,44.13,90,100,26.08
307,Dongsheng,CN,2021-09-02 19:57:11,39.8161,109.9776,68.97,49,100,6.08
308,Batagay-Alyta,RU,2021-09-02 19:57:11,67.8006,130.4114,45.25,65,100,2.01
309,Dovolnoye,RU,2021-09-02 19:57:11,54.4958,79.6671,48.52,68,94,6.53
310,Azare,NG,2021-09-02 19:57:12,11.6765,10.1948,81.63,65,100,5.5
311,Waddan,LY,2021-09-02 19:57:12,29.1614,16.139,86.02,40,0,17.98
312,Marsa Matruh,EG,2021-09-02 19:57:13,31.3525,27.2453,80.8,65,0,11.5
313,Haines Junction,CA,2021-09-02 19:57:13,60.7522,-137.5108,55.35,71,100,8.05
314,Seoul,KR,2021-09-02 19:57:13,37.5683,126.9778,71.04,86,75,3.44
315,Zyryanka,RU,2021-09-02 19:57:14,65.75,150.85,46.08,69,93,8.23
316,Campos,BR,2021-09-02 19:57:14,-21.75,-41.3,77.05,65,20,20.71
317,Newton Stewart,GB,2021-09-02 19:57:14,54.9578,-4.4832,60.75,92,6,2.98
318,Barkhan,PK,2021-09-02 19:57:15,29.8977,69.5256,80.1,47,37,4.41
319,Mandan,US,2021-09-02 19:57:15,46.8267,-100.8896,67.98,96,40,10.36
320,Basoko,CD,2021-09-02 19:57:15,1.2391,23.616,71.96,87,99,2.91
321,Cabo San Lucas,MX,2021-09-02 19:57:16,22.8909,-109.9124,97.52,68,80,10.18
322,Zuwarah,LY,2021-09-02 19:57:16,32.9312,12.082,82.42,73,0,24.79
323,Peterhead,GB,2021-09-02 19:57:16,57.5058,-1.7981,54.12,89,12,3.11
324,Homer,US,2021-09-02 19:57:17,59.6425,-151.5483,55.08,96,100,4.0
325,Birnin Kebbi,NG,2021-09-02 19:57:17,12.4539,4.1975,80.65,71,89,9.42
326,Chernyshevskiy,RU,2021-09-02 19:57:17,63.0128,112.4714,38.68,92,55,5.99
327,Saint-Pierre,RE,2021-09-02 19:57:18,-21.3393,55.4781,69.48,72,2,9.22
328,Grand Baie,MU,2021-09-02 19:57:18,-20.0182,57.5802,72.07,71,25,4.0
329,Isla Aguada,MX,2021-09-02 19:57:18,18.7833,-91.4667,88.79,58,87,9.01
330,Carbonia,IT,2021-09-02 19:57:18,39.1672,8.5222,79.45,73,4,8.14
331,Santa Maria,BR,2021-09-02 19:57:19,-29.6842,-53.8069,79.9,61,75,5.75
332,Utinga,BR,2021-09-02 19:57:19,-5.8172,-35.3954,85.05,54,0,14.97
333,Chenzhou,CN,2021-09-02 19:57:19,25.8,113.0333,77.36,84,77,4.27
334,Guozhen,CN,2021-09-02 19:57:20,34.3659,107.359,69.28,96,70,2.28
335,Chapais,CA,2021-09-02 19:57:20,49.7834,-74.8492,60.58,90,100,7.0
336,Isangel,VU,2021-09-02 19:57:20,-19.55,169.2667,60.91,88,75,4.61
337,Sao Filipe,CV,2021-09-02 19:57:21,14.8961,-24.4956,77.36,87,100,5.82
338,Yumen,CN,2021-09-02 19:57:21,40.2833,97.2,70.07,35,93,15.08
339,Kuala Terengganu,MY,2021-09-02 19:57:22,5.3302,103.1408,75.15,94,40,4.61
340,Padang,ID,2021-09-02 19:57:22,-0.9492,100.3543,75.25,88,100,3.51
341,Spearfish,US,2021-09-02 19:55:50,44.4908,-103.8594,78.03,68,90,11.5
342,Margate,GB,2021-09-02 19:57:22,51.3813,1.3862,60.66,72,0,4.0
343,Xingtai,CN,2021-09-02 19:57:23,37.0631,114.4942,68.52,95,2,5.21
344,Copperas Cove,US,2021-09-02 19:56:37,31.1241,-97.9031,98.78,44,20,8.05
345,Puteyets,RU,2021-09-02 19:57:23,65.1716,57.091,46.94,94,100,9.42
346,Suwalki,PL,2021-09-02 19:57:24,54.1118,22.9309,47.05,87,18,8.43
347,Husavik,IS,2021-09-02 19:57:24,66.0449,-17.3389,57.11,75,100,3.83
348,Saurimo,AO,2021-09-02 19:57:25,-9.6608,20.3916,70.61,20,38,2.46
349,Ende,ID,2021-09-02 19:57:25,-8.8432,121.6623,76.84,91,97,6.24
350,Marawi,PH,2021-09-02 19:57:25,7.9986,124.2928,64.65,93,95,2.71
351,Carutapera,BR,2021-09-02 19:57:25,-1.195,-46.02,78.55,89,68,6.62
352,Rio Claro,BR,2021-09-02 19:57:26,-22.4114,-47.5614,85.82,26,26,3.24
353,Najran,SA,2021-09-02 19:57:26,17.4924,44.1277,81.25,19,40,1.3
354,Bantry,IE,2021-09-02 19:57:26,51.6833,-9.45,56.68,69,100,8.97
355,Goma,CD,2021-09-02 19:57:27,-1.6792,29.2228,64.96,85,100,1.01
356,Ipixuna,BR,2021-09-02 19:57:27,-1.7625,-48.8043,87.75,83,100,4.21
357,Codrington,AU,2021-09-02 19:57:28,-38.2667,141.9667,53.92,97,100,7.9
358,Santa Rosa,PH,2021-09-02 19:57:28,14.3122,121.1114,78.85,81,100,1.25
359,Smoky Lake,CA,2021-09-02 19:57:28,54.1169,-112.4686,56.12,82,100,16.11
360,Mocuba,MZ,2021-09-02 19:57:29,-16.8392,36.9856,69.62,85,0,4.7
361,Callaguip,PH,2021-09-02 19:57:29,18.0714,120.4867,79.56,79,58,4.99
362,Port Lincoln,AU,2021-09-02 19:57:29,-34.7333,135.8667,54.64,73,100,14.32
363,Hericourt,FR,2021-09-02 19:57:30,47.5731,6.7614,67.14,86,0,5.77
364,Bokovskaya,RU,2021-09-02 19:57:30,49.229,41.8306,62.96,83,100,6.04
365,Nanortalik,GL,2021-09-02 19:57:30,60.1432,-45.2371,43.74,96,100,5.03
366,Kongsberg,NO,2021-09-02 19:57:31,59.6652,9.6465,68.86,50,77,5.59
367,Chupa,RU,2021-09-02 19:57:31,66.27,33.0549,38.89,93,60,5.26
368,Pisco,PE,2021-09-02 19:54:59,-13.7,-76.2167,68.05,68,0,6.91
369,Progreso,MX,2021-09-02 19:57:32,21.2833,-89.6667,89.22,53,87,15.86
370,Santiago Del Estero,AR,2021-09-02 19:57:13,-27.7951,-64.2615,70.81,52,36,16.11
371,Kijang,KR,2021-09-02 19:57:32,35.2442,129.2139,71.33,90,100,8.63
372,Coihaique,CL,2021-09-02 19:57:33,-45.5752,-72.0662,51.91,62,40,5.75
373,Morro Da Fumaca,BR,2021-09-02 19:57:33,-28.6508,-49.21,74.53,58,100,5.5
374,Ikalamavony,MG,2021-09-02 19:57:33,-21.15,46.5833,58.78,82,2,6.64
375,Kautokeino,NO,2021-09-02 19:57:34,69.0125,23.0412,39.15,89,96,15.55
376,Darien,US,2021-09-02 19:57:07,41.752,-87.974,81.05,47,1,1.01
377,Byron Bay,AU,2021-09-02 19:57:34,-28.65,153.6167,66.09,79,100,8.41
378,Leiyang,CN,2021-09-02 19:57:34,26.4024,112.8591,79.56,81,46,3.76
379,Nabire,ID,2021-09-02 19:57:35,-3.3667,135.4833,75.04,92,90,3.31
380,Fensmark,DK,2021-09-02 19:57:35,55.2792,11.8038,64.26,81,0,9.62
381,Avera,US,2021-09-02 19:57:35,33.194,-82.5271,86.72,33,21,8.05
382,Grand Gaube,MU,2021-09-02 19:57:36,-20.0064,57.6608,72.0,71,49,4.0
383,Iskateley,RU,2021-09-02 19:57:36,67.6803,53.1512,43.61,91,100,6.89
384,Xiongzhou,CN,2021-09-02 19:57:36,25.1167,114.3,76.51,92,99,1.48
385,Valparaiso,CL,2021-09-02 19:53:13,-33.0393,-71.6273,59.23,76,75,9.22
386,Pacific Grove,US,2021-09-02 19:57:37,36.6177,-121.9166,73.11,72,11,5.99
387,Kayes,ML,2021-09-02 19:57:37,14.0,-11.0,82.06,74,53,5.26
388,Sasebo,JP,2021-09-02 19:57:38,33.1592,129.7228,75.7,95,100,5.44
389,Yerbogachen,RU,2021-09-02 19:57:38,61.2767,108.0108,38.5,95,11,5.01
390,Soyo,AO,2021-09-02 19:57:38,-6.1349,12.3689,72.61,91,36,8.68
391,Schwalmstadt,DE,2021-09-02 19:57:39,50.9333,9.2167,63.82,87,0,3.31
392,Banda Aceh,ID,2021-09-02 19:57:39,5.5577,95.3222,78.55,78,100,12.59
393,Buchanan,LR,2021-09-02 19:57:39,5.8808,-10.0467,76.96,85,99,9.04
394,Tual,ID,2021-09-02 19:57:40,-5.6667,132.75,80.8,83,78,17.29
395,Inongo,CD,2021-09-02 19:57:40,-1.95,18.2667,69.31,97,100,5.86
396,Amapa,BR,2021-09-02 19:57:40,1.0,-52.0,84.18,59,90,4.63
397,Emborion,GR,2021-09-02 19:57:41,40.4833,21.55,64.83,47,9,5.01
398,Waipawa,NZ,2021-09-02 19:57:41,-41.4122,175.5153,40.3,83,0,4.88
399,Nivala,FI,2021-09-02 19:57:41,63.9167,24.9667,42.69,95,100,3.13
400,San Pedro,PH,2021-09-02 19:57:42,14.35,121.0167,78.1,84,75,3.44
401,Bac Lieu,VN,2021-09-02 19:57:42,9.285,105.7244,77.74,86,100,8.77
402,Tera,NE,2021-09-02 19:57:42,14.0078,0.7531,88.09,50,67,13.31
403,Bauchi,NG,2021-09-02 19:57:43,10.5,10.0,73.51,88,36,3.67
404,Mandalgovi,MN,2021-09-02 19:57:43,45.7625,106.2708,56.73,70,5,3.62
405,Bubaque,GW,2021-09-02 19:57:43,11.2833,-15.8333,80.65,83,86,12.33
406,Tazovskiy,RU,2021-09-02 19:57:44,67.4667,78.7,45.82,90,100,20.69
407,Siddhapur,IN,2021-09-02 19:54:21,23.9167,72.3833,78.51,92,74,11.1
408,Mongo,TD,2021-09-02 19:57:44,12.1844,18.693,80.91,74,100,8.72
409,Chernihiv,UA,2021-09-02 19:57:44,51.0,32.0,49.42,77,10,14.99
410,Ushtobe,KZ,2021-09-02 19:57:45,45.2514,77.9838,64.62,40,100,12.12
411,Sibu,MY,2021-09-02 19:57:45,2.3,111.8167,75.51,94,40,2.3
412,Zhuanghe,CN,2021-09-02 19:57:45,39.7008,122.9911,64.83,85,12,3.85
413,Sao Felix Do Xingu,BR,2021-09-02 19:57:46,-6.6447,-51.995,86.16,48,30,4.85
414,Zhuhai,CN,2021-09-02 19:57:46,22.2769,113.5678,84.06,89,20,5.75
415,Fukue,JP,2021-09-02 19:57:46,32.6881,128.8419,80.74,78,100,17.74
416,Nemuro,JP,2021-09-02 19:57:47,43.3236,145.575,59.76,86,4,4.36
417,Moerai,PF,2021-09-02 19:57:47,-22.4333,-151.3333,75.29,81,100,14.32
418,Flin Flon,CA,2021-09-02 19:57:47,54.7682,-101.865,60.64,67,75,16.11
419,Touros,BR,2021-09-02 19:57:48,-5.1989,-35.4608,85.1,70,10,16.62
420,Ternate,ID,2021-09-02 19:57:48,0.8,127.4,79.39,82,17,2.08
421,Bata,GQ,2021-09-02 19:57:48,1.8639,9.7658,78.24,83,100,11.45
422,Tamandare,BR,2021-09-02 19:57:49,-8.7597,-35.1047,75.99,78,7,8.75
423,Sola,VU,2021-09-02 19:57:49,-13.8833,167.55,76.87,69,87,21.0
424,Mudgee,AU,2021-09-02 19:57:49,-32.5943,149.5871,53.65,94,75,0.0
425,Canakkale,TR,2021-09-02 19:57:50,40.0833,26.8333,60.06,62,0,4.43
426,Tucumcari,US,2021-09-02 19:57:50,35.1717,-103.725,86.94,31,26,11.14
427,Jumla,NP,2021-09-02 19:57:50,29.2747,82.1838,57.85,93,90,2.01
428,Praia,CV,2021-09-02 19:57:14,14.9215,-23.5087,79.34,89,75,2.3
429,Bilibino,RU,2021-09-02 19:57:51,68.0546,166.4372,37.04,82,96,1.74
430,Yellapur,IN,2021-09-02 19:57:51,14.9667,74.7167,69.01,99,96,2.62
431,Torres,BR,2021-09-02 19:57:51,-29.3353,-49.7269,67.6,77,100,1.92
432,Morehead,US,2021-09-02 19:57:52,37.2711,-87.1764,81.3,50,1,9.22
433,Beira,MZ,2021-09-02 19:57:52,-19.8436,34.8389,69.89,88,0,6.91
434,Akdagmadeni,TR,2021-09-02 19:57:52,39.6603,35.8836,55.27,77,3,5.3
435,Passo De Camaragibe,BR,2021-09-02 19:57:53,-9.2368,-35.4901,78.35,84,4,5.1
436,Hegang,CN,2021-09-02 19:57:53,47.4,130.3667,56.55,91,86,2.77
437,Bowen,AU,2021-09-02 19:57:54,-20.0167,148.2333,66.42,72,41,15.23
438,Zhigansk,RU,2021-09-02 19:57:54,66.7697,123.3711,45.75,73,100,6.04
439,Pirgos,GR,2021-09-02 19:57:55,35.1167,25.7178,78.48,65,0,12.08
440,Kaitangata,NZ,2021-09-02 19:57:55,-46.2817,169.8464,41.99,77,14,5.79
441,Mehamn,NO,2021-09-02 19:57:55,71.0357,27.8492,44.55,87,75,23.02
442,Toora-Khem,RU,2021-09-02 19:57:56,52.4675,96.11,43.38,88,91,3.36
443,Baruun-Urt,MN,2021-09-02 19:57:56,46.6806,113.2792,54.43,97,75,7.31
444,Srednekolymsk,RU,2021-09-02 19:57:56,67.45,153.6833,45.91,64,100,4.94
445,Humberto De Campos,BR,2021-09-02 19:57:57,-2.5983,-43.4611,80.19,81,84,5.48
446,Bulatukan,PH,2021-09-02 19:57:57,6.9025,125.1608,71.49,91,89,1.28
447,Meulaboh,ID,2021-09-02 19:57:57,4.1363,96.1285,75.27,87,100,4.12
448,Durban,ZA,2021-09-02 19:57:58,-29.8579,31.0292,68.02,92,0,11.16
449,Porto Novo,BJ,2021-09-02 19:57:58,6.4965,2.6036,78.62,91,98,4.63
450,Entre Rios,BR,2021-09-02 19:57:58,-11.9419,-38.0844,73.78,65,65,7.11
451,Ketchikan,US,2021-09-02 19:55:50,55.3422,-131.6461,54.14,95,100,4.27
452,Saint-Francois,FR,2021-09-02 19:57:59,46.4154,3.9054,69.24,69,0,2.3
453,Hami,CN,2021-09-02 19:57:59,42.8,93.45,68.92,50,94,10.6
454,Celestun,MX,2021-09-02 19:57:59,20.8667,-90.4,89.4,56,99,11.34
455,Yulara,AU,2021-09-02 19:58:00,-25.2406,130.9889,62.44,59,100,14.97
456,Guaruja,BR,2021-09-02 19:58:00,-23.9931,-46.2564,89.67,69,0,5.75
457,Halifax,CA,2021-09-02 19:57:55,44.6453,-63.5724,76.41,91,90,10.0
458,Kosmynino,RU,2021-09-02 19:58:01,57.5818,40.7643,47.68,83,6,6.22
459,San Juan,AR,2021-09-02 19:57:40,-31.5375,-68.5364,70.0,34,0,8.9
460,Kruisfontein,ZA,2021-09-02 19:58:01,-34.0033,24.7314,55.89,92,7,5.12
461,Huilong,CN,2021-09-02 19:58:01,31.8111,121.655,78.98,90,28,7.9
462,Berlevag,NO,2021-09-02 19:58:02,70.8578,29.0864,44.6,93,100,27.25
463,Honiara,SB,2021-09-02 19:58:02,-9.4333,159.95,77.49,87,32,3.27
464,Gigmoto,PH,2021-09-02 19:58:02,13.7796,124.39,79.02,84,96,4.23
465,Kintinku,TZ,2021-09-02 19:58:03,-5.8833,35.2333,74.77,46,98,9.73
466,Inhambane,MZ,2021-09-02 19:58:03,-23.865,35.3833,64.38,88,20,0.0
467,Kenora,CA,2021-09-02 19:58:03,49.8167,-94.4337,65.59,77,90,10.36
468,Payakumbuh,ID,2021-09-02 19:58:04,-0.2202,100.6308,70.2,98,100,1.1
469,Huangchuan,CN,2021-09-02 19:58:04,32.1272,115.0394,70.81,86,74,3.96
470,Gamba,GA,2021-09-02 19:58:04,-2.65,10.0,74.48,86,97,6.73
471,Lotoshino,RU,2021-09-02 19:58:05,56.2267,35.6414,42.64,83,8,6.64
472,Cauquenes,CL,2021-09-02 19:58:05,-35.9671,-72.3225,65.89,47,0,0.92
473,Suhbaatar,MN,2021-09-02 19:58:05,50.2314,106.2078,51.6,80,100,8.86
474,Mangai,CD,2021-09-02 19:58:05,-4.05,19.5333,76.17,76,92,4.23
475,Beyneu,KZ,2021-09-02 19:58:06,45.3167,55.2,77.68,26,11,18.9
476,Kempsey,AU,2021-09-02 19:58:06,-31.0833,152.8333,50.58,94,32,3.18
477,Bulaevo,KZ,2021-09-02 19:58:07,54.9056,70.4439,51.04,56,10,9.91
478,Poum,NC,2021-09-02 19:58:07,-20.2333,164.0167,69.01,64,100,17.47
479,Opuwo,NA,2021-09-02 19:58:07,-18.0607,13.84,69.66,28,0,5.32
480,Kenai,US,2021-09-02 19:55:08,60.5544,-151.2583,55.02,96,90,14.97
481,Issoire,FR,2021-09-02 19:58:08,45.55,3.25,69.06,91,100,5.32
482,Bonthe,SL,2021-09-02 19:58:08,7.5264,-12.505,78.19,87,22,9.28
483,Saint Andrews,US,2021-09-02 19:58:08,34.0454,-81.1293,85.75,57,2,1.99
484,Belmonte,BR,2021-09-02 19:58:09,-15.8631,-38.8828,73.9,82,1,7.0
485,Lewisporte,CA,2021-09-02 19:58:09,49.2499,-55.0482,56.91,94,100,5.97
486,Soe,ID,2021-09-02 19:58:09,-9.8607,124.284,63.61,92,96,3.13
487,Windhoek,NA,2021-09-02 19:58:09,-22.5594,17.0832,71.8,14,0,1.14
488,Conceicao Do Araguaia,BR,2021-09-02 19:58:10,-8.2578,-49.2647,93.33,40,0,4.61
489,Tezu,IN,2021-09-02 19:58:10,27.9167,96.1667,74.44,97,100,3.13
490,Westport,US,2021-09-02 19:56:38,41.1415,-73.3579,78.94,49,0,3.0
491,Oistins,BB,2021-09-02 19:58:11,13.0667,-59.5333,87.89,66,40,17.27
492,Guerrero Negro,MX,2021-09-02 19:58:11,27.9769,-114.0611,76.19,55,7,14.0
493,Morbach,DE,2021-09-02 19:58:11,49.8167,7.1167,61.2,77,0,5.75
494,Sipe Sipe,BO,2021-09-02 19:58:12,-17.45,-66.3833,84.69,21,15,4.7
495,Deputatskiy,RU,2021-09-02 19:58:12,69.3,139.9,42.15,95,100,3.76
496,Half Moon Bay,US,2021-09-02 19:58:12,37.4636,-122.4286,78.58,69,40,5.75
497,Russkaya Polyana,UA,2021-09-02 19:58:13,49.417,31.9201,54.68,56,14,17.87
498,Santa Lucia,ES,2021-09-02 19:58:13,27.9117,-15.5407,67.32,81,20,20.71
499,Jinxiang,CN,2021-09-02 19:58:13,27.4327,120.6062,77.95,87,63,4.23
500,Price,US,2021-09-02 19:58:14,39.5994,-110.8107,80.73,60,40,6.91
501,Meadow Lake,US,2021-09-02 19:58:14,34.8014,-106.5436,83.61,46,0,7.61
502,Alofi,NU,2021-09-02 19:58:14,-19.0595,-169.9187,71.49,94,97,1.14
503,Gladstone,AU,2021-09-02 19:58:15,-23.85,151.25,64.33,72,90,6.91
504,Udayagiri,IN,2021-09-02 19:58:15,20.1333,84.3833,71.29,94,99,1.25
505,Sao Jose Da Coroa Grande,BR,2021-09-02 19:58:15,-8.8978,-35.1478,75.83,79,6,9.13
506,Dafeng,CN,2021-09-02 19:58:16,23.4517,108.5881,77.74,91,26,3.09
507,Samarai,PG,2021-09-02 19:58:16,-10.6167,150.6667,77.79,81,98,19.19
508,Kilindoni,TZ,2021-09-02 19:58:16,-7.9139,39.6668,76.06,78,19,12.37
509,Pringsewu,ID,2021-09-02 19:58:17,-5.3582,104.9744,71.13,95,64,2.53
510,Poya,NC,2021-09-02 19:58:17,-21.35,165.15,64.08,72,90,6.69
511,Ormara,PK,2021-09-02 19:58:17,25.2088,64.6357,80.4,89,100,10.74
512,Kathu,TH,2021-09-02 19:58:18,7.9178,98.3332,76.82,80,100,13.33
513,West Point,US,2021-09-02 19:58:18,33.6076,-88.6503,87.22,65,0,6.85
514,Huarmey,PE,2021-09-02 19:58:18,-10.0681,-78.1522,69.28,70,15,11.07
515,Atarra,IN,2021-09-02 19:58:19,25.2833,80.5667,83.55,70,100,5.7
516,Port Hardy,CA,2021-09-02 19:58:19,50.6996,-127.4199,53.78,87,75,5.75
517,Noumea,NC,2021-09-02 19:58:19,-22.2763,166.4572,57.18,69,83,9.86
518,Xichang,CN,2021-09-02 19:58:20,27.8964,102.2634,64.04,94,24,1.88
519,Sungairaya,ID,2021-09-02 19:58:20,0.7,108.9,76.03,88,100,6.17
520,Nuuk,GL,2021-09-02 19:58:20,64.1835,-51.7216,43.16,80,100,6.82
521,Las Margaritas,MX,2021-09-02 19:58:21,16.3167,-91.9833,73.71,72,84,1.72
522,Okhotsk,RU,2021-09-02 19:58:21,59.3833,143.3,53.87,91,34,3.13
523,Hinton,CA,2021-09-02 19:58:21,53.4001,-117.5857,60.1,41,38,4.61
524,Sirajganj,BD,2021-09-02 19:58:22,24.45,89.7167,83.89,74,100,4.81
525,Minden,DE,2021-09-02 19:58:22,52.2833,8.9167,61.99,84,20,2.3
526,Nisia Floresta,BR,2021-09-02 19:58:22,-6.0911,-35.2086,85.01,67,4,13.04
527,Girau Do Ponciano,BR,2021-09-02 19:58:23,-9.8842,-36.8289,73.65,72,38,11.97
528,Killeen,US,2021-09-02 19:56:57,31.1171,-97.7278,99.25,43,20,8.05
529,Puerto Leguizamo,CO,2021-09-02 19:58:23,-0.1934,-74.7819,91.35,46,47,2.21
530,Mayumba,GA,2021-09-02 19:58:23,-3.432,10.6554,74.14,88,100,4.88
531,Monster,NL,2021-09-02 19:58:24,52.0258,4.175,62.98,83,0,3.0
532,Achinsk,RU,2021-09-02 19:58:24,56.2694,90.4993,50.95,57,100,3.22
533,Qitaihe,CN,2021-09-02 19:58:24,45.8,130.85,56.19,79,0,2.91
534,Zarubino,RU,2021-09-02 19:58:25,42.63,131.0922,62.82,85,10,2.3
535,Bellevue,US,2021-09-02 19:58:25,47.6104,-122.2007,77.02,55,0,1.01
536,Ciudad Bolivar,VE,2021-09-02 19:56:27,8.1222,-63.5497,89.44,52,89,8.37
537,Hasaki,JP,2021-09-02 19:58:26,35.7333,140.8333,66.6,86,100,18.37
538,Chemodanovka,RU,2021-09-02 19:58:26,53.2316,45.2474,56.84,80,100,4.18
539,Bartica,GY,2021-09-02 19:58:26,6.4,-58.6167,88.12,62,40,4.61
540,Buritizeiro,BR,2021-09-02 19:58:27,-17.3511,-44.9622,81.55,34,48,8.39
541,Micheweni,TZ,2021-09-02 19:58:27,-4.9667,39.8333,75.88,81,10,12.95
542,Shimoda,JP,2021-09-02 19:58:27,34.6667,138.95,71.71,93,100,12.19
543,High River,CA,2021-09-02 19:53:33,50.5834,-113.8687,64.69,47,42,5.91
544,Potsdam,DE,2021-09-02 19:58:28,52.3989,13.0657,61.18,88,4,3.76
545,Vanimo,PG,2021-09-02 19:58:28,-2.6741,141.3028,76.46,91,82,7.27
546,Oktyabrskiy,RU,2021-09-02 19:58:28,54.4815,53.471,60.15,88,100,7.0
547,Moussoro,TD,2021-09-02 19:58:29,13.6408,16.4901,90.57,45,53,13.04
548,Brainerd,US,2021-09-02 19:58:29,46.358,-94.2008,66.49,54,100,13.0
549,Tutin,RS,2021-09-02 19:58:29,42.9903,20.3314,47.95,82,0,2.95
550,Ajra,IN,2021-09-02 19:58:29,16.1167,74.2,69.85,96,85,5.86
551,Labuhan,ID,2021-09-02 19:58:30,-6.8844,112.2051,76.41,70,34,15.32
552,Benton,US,2021-09-02 19:58:30,36.3334,-94.3335,91.35,58,18,1.01
553,Bassar,TG,2021-09-02 19:58:30,9.25,0.7833,71.49,92,100,2.44
554,Stargard Szczecinski,PL,2021-09-02 19:58:31,53.3367,15.0499,59.76,70,2,3.31
555,Verkhnyaya Inta,RU,2021-09-02 19:58:31,65.9811,60.3094,49.32,94,100,7.67
556,Nome,US,2021-09-02 19:55:36,64.5011,-165.4064,55.17,90,100,4.18
557,Yaan,NG,2021-09-02 19:58:32,7.3833,8.5667,73.63,94,75,4.92
558,Waingapu,ID,2021-09-02 19:58:32,-9.6567,120.2641,74.28,84,100,7.74
559,Heinola,FI,2021-09-02 19:58:32,61.2056,26.0381,46.49,97,100,5.17
